"PhaseOfEducation (code)","SchoolWebsite"
"2","www.st-johns-primary.co.uk"
"2","www.hurstknollschool.org.uk"
"2","www.milton-st-johns.tameside.sch.uk"
"2","www.micklehurstallsaints.tameside.sch.uk/"
"2","www.mottram.tameside.sch.uk/"
"2","www.st-james-hyde.tameside.sch.uk/"
"2","www.st-raphaels.tameside.sch.uk/"
"2","http://www.holytrinity.tameside.sch.uk/"
"2","www.stpetersashton.co.uk/"
"2","www.ststephensprimary.co.uk"
"2","www.stmarydroylsden.org.uk/"
"2","www.canonburrows.co.uk/"
"2","www.stmarysdenton.com"
"2","www.st-josephs.tameside.sch.uk"
"2","www.st-johnfisher.tameside.sch.uk"
"2","www.st-christophers.tameside.sch.uk"
"2","www.st-annes-audenshaw.tameside.sch.uk/"
"4","http://www.mossleyhollins.com/"
"4","www.hydehighschool.uk"
"4","www.stdamians.co.uk"
"4","www.stmcollege.org.uk"
"2","www.navigationprimary.com"
"2","www.oldfield-brow.com"
"2","www.spprimary.org.uk"
"2","www.heyeslane.co.uk"
"2","broadheathprimaryschool.com"
"2","http://www.broomwoodprimary.co.uk/"
"2","http://www.wellgreenprimary.co.uk"
"2","www.willowstimperley.co.uk"
"2","www.cloverlea.org.uk/"
"2","www.springfieldprimarysale.co.uk/"
"2","www.woodheysprimaryschool.co.uk"
"2","www.worthington-primary.trafford.sch.uk/"
"2","www.brooklands.trafford.sch.uk/"
"2","www.firsprimary.co.uk"
"2","www.wellfieldjunior.co.uk/"
"2","www.moorlandsjuniorschool.com"
"2","templemoorinfants.co.uk"
"2","http://www.wellfieldinfants.com"
"2","www.urmstonprimary.com"
"2","www.davyhulmeprimary.com/"
"2","www.flixtonprimaryschool.org.uk"
"2","www.gorsehill.trafford.sch.uk/"
"2","www.kingsroadschool.com"
"2","https://www.mossparkprimary.co.uk"
"2","http://www.seymourpark.com"
"2","www.victoriaparkschool.co.uk"
"2","www.victoriaparkinfant.org"
"2","www.highfield-primary.trafford.sch.uk"
"2","www.woodhouseprimaryschool.co.uk"
"2","www.kingswayprimary.co.uk"
"2","www.stmatthews.trafford.sch.uk/"
"2","www.bowdoncs.org.uk/"
"2","www.sthughstimperley.org"
"2","www.altrinchamceprimaryschool.co.uk"
"2","www.st-annes.trafford.sch.uk/"
"2","www.st-marys.trafford.sch.uk/"
"2","www.holyfamilysalemoor.co.uk"
"2","www.ourladyoflourdes-primary.trafford.sch.uk"
"2","www.allsaints.trafford.sch.uk"
"2","www.stmarysprimarydavyhulme.co.uk/"
"2","www.smpsflixton.co.uk"
"2","https://englishmartyrs.trafford.sch.uk"
"2","www.st-hughlincoln.trafford.sch.uk/"
"2","http://www.saintteresas.com/"
"2","www.stmonicasschoolflixton.org.uk/"
"2","www.ourladyrosary.co.uk/"
"2","www.smwprimary.net"
"2","http://www.stalphonsus-trafford.co.uk"
"4","www.lostock.trafford.sch.uk"
"4","www.stretfordgrammar.com"
"4","http://stretfordhigh.com/"
"4","http://salehighschool.org.uk/"
"4","https://www.bthcc.org.uk/"
"2","www.beechill.wigan.sch.uk/"
"2","www.woodfield.wigan.sch.uk/"
"2","www.marshgreenprimary.co.uk/"
"2","www.worsleymesnes.wigan.sch.uk/"
"2","www.mabscross.co.uk"
"2","www.winstanley.wigan.sch.uk/"
"2","http://www.newfold.wigan.sch.uk"
"2","www.hindley.wigan.sch.uk/"
"2","www.britanniabridge.co.uk/"
"2","http://www.leighcentral.wigan.sch.uk"
"2","http://www.lowtonprimary.wigan.sch.uk"
"2","www.newtonwestpark.co.uk"
"2","http://www.rlhughes.wigan.sch.uk"
"2","www.athertonmeadowbankblogs.net"
"2","www.parklee.wigan.sch.uk/"
"2","www.woodfold.wigan.sch.uk/"
"2","http://www.lowtonwest.wigan.sch.uk/"
"2","www.shevingtonvale.org.uk/"
"2","http://www.nicolmere.wigan.sch.uk"
"2","www.gildedhollins.wigan.sch.uk/"
"2","www.garretthall.wigan.sch.uk"
"2","http://millbrook.wigan.sch.uk"
"2","www.brynsaintpeters.co.uk"
"2","http://www.hindsfordprimary.net"
"2","http://www.chowbent.wigan.sch.uk"
"2","www.saintmarys.wigan.sch.uk/"
"2","http://www.leighsaintthomas.wigan.sch.uk/"
"2","http://www.wiganstandrews.net"
"2",""
"2","www.saintmaryandjohn.wigan.sch.uk/"
"2","http://www.saintpatricks.wigan.sch.uk"
"2","http://www.sacredheart.wigan.sch.uk"
"2","www.saintaidansprimary.org.uk/"
"2","www.stcatharinesprimary.co.uk/"
"2","www.ashtonsaintthomas.wigan.sch.uk/"
"2","www.saintannes.wigan.sch.uk/"
"2","www.bickershaw.wigan.sch.uk"
"2","www.hindleyallsaints.wigan.sch.uk/"
"2","www.castlehill.wigan.sch.uk/"
"2","www.ince.wigan.sch.uk"
"2","www.howebridgestmichaels.co.uk/"
"2","www.westleighstpauls.co.uk"
"2","www.astleyststephen.org.uk/"
"2","www.saintjohnsmosleycommon.wigan.sch.uk/"
"2","http://saintlukes.wigan.sch.uk"
"2","lowtonstmarysceprimary.net"
"2","http://www.golbornesaintthomas.wigan.sch.uk"
"2","www.stoswaldswigan.co.uk"
"2","www.aspullourladys.wigan.sch.uk"
"2","www.aspullholyfamily.co.uk/"
"2","www.orrellsaintjames.wigan.sch.uk/"
"2","www.saintmaries.wigan.sch.uk/"
"2","http://www.saintbenedicts.wigan.sch.uk"
"2",""
"2","www.saintrichards.wigan.sch.uk/"
"2","http://www.athertonsacredheart.wigan.sch.uk"
"2","http://www.saintjosephs.wigan.sch.uk"
"2","http://www.leighsacredheart.wigan.sch.uk"
"2","www.twelveapostlesleigh.co.uk"
"2","www.boothstownholyfamily.wigan.sch.uk/"
"2","www.golborneallsaints.co.uk"
"2","http://www.saintgabrielsprimary.co.uk"
"2","www.lowtonstcatherines.co.uk/"
"2","www.saintbernadettes.wigan.sch.uk/"
"2","www.ashtonsaintwilfrids.wigan.sch.uk"
"2","https://www.saintambrosebarlow.co.uk/"
"2","www.christchurchprimaryschool.co.uk/"
"2","http://www.saintphilips.wigan.sch.uk"
"2","www.leighstmarys.co.uk"
"2","www.leighstjohnsprimary.wigan.sch.uk"
"2","www.aspullchurch.wigan.sch.uk"
"4","http://www.cansfield.wigan.sch.uk"
"4","http://www.bedfordhighschool.co.uk/"
"4","http://www.golbornehigh.wigan.sch.uk/"
"4","http://www.shevingtonhigh.org.uk"
"4","www.deanery.wigan.sch.uk"
"4","sjfhs.co.uk"
"4","http://www.saintpetershigh.wigan.sch.uk"
"4","http://stmaryschs.org.uk/"
"4","http://www.arrowsmith.wigan.sch.uk"
"2","www.burtonroadprimary.org.uk/"
"2","http://www.shawlandsprimaryschool.co.uk"
"2","www.lacewood.org.uk"
"2","http://www.keresforthprimary.org.uk"
"2","www.oxspringprimary.co.uk"
"2","www.millhouseprimary.co.uk/"
"2","www.springvaleprimary.org"
"2","www.thurlstoneprimary.co.uk"
"2","www.silkstonecommonji.co.uk/"
"2","www.jumpprimary.org.uk"
"2","www.greenfieldprimaryschool.co.uk"
"2","silkstoneprimary.com"
"2","www.gawberprimaryschool.co.uk/"
"2","http://www.josephlockeprimary.com"
"2","www.birkwood.org.uk/"
"2","www.cherrydaleprimary.com/"
"2","http://thurgolandprimary.org"
"2","www.cawthorneprimary.co.uk"
"2","https://www.brierleyschool.com"
"2","http://www.holyroodschool.co.uk"
"2","www.tankersleystpetersprimary.org.uk/"
"2","www.theellisschool.org.uk"
"2","www.federationcc.org.uk"
"2","www.federationcc.org.uk"
"2","www.federationcc.org.uk"
"4","http://www.penistone-gs.uk/"
"2","www.arkseyprimary.co.uk"
"2","www.tollbar.doncaster.sch.uk"
"2","www.tornedaleinfantschool.co.uk/"
"2","http://www.saltersgate-inf.doncaster.sch.uk"
"2","www.orchardinfants.wordpress.com/"
"2","www.wadworthprimary.org.uk"
"2","www.kirtonlane.doncaster.sch.uk/"
"2","http://www.copley.doncaster.sch.uk"
"2","www.estfeld.doncaster.sch.uk/"
"2","www.windhillprimary.co.uk"
"2","https://park.doncaster.sch.uk/"
"2","https://www.bawtrymayflower.school/"
"2","http://www.hayfieldlane.org"
"2","www.sunnyfields.doncaster.sch.uk"
"2","www.kingedward.doncaster.sch.uk/"
"2","www.bentleynewvillage.co.uk/"
"2","www.warmsworth.doncaster.sch.uk/"
"2","http://www.xavier.doncaster.sch.uk"
"2","www.branton-st-wilfrids-primary.co.uk"
"2","http://www.sjst.co.uk"
"2","www.ourladys.doncaster.sch.uk/"
"2","www.st-marys-pri.doncaster.sch.uk/"
"2","www.tickhillstmarys.co.uk/"
"2","www.badsleyprimary.org"
"2","https://www.blackburnprimaryschool.org.uk/"
"2","www.broomvalleycommunityschool.co.uk"
"2","www.kimberworthprimary.org.uk/"
"2","www.thornhillprimary.org.uk/"
"2","http://www.herringthorpeinfantschool.co.uk"
"2","www.sitwellinfantschool.co.uk"
"2","www.astonfence.co.uk"
"2","www.bsjs.co.uk/"
"2","www.brinsworthmanorinfants.co.uk"
"2","http://www.rjsch.uk"
"2","http://www.rawmarshryecroftinfantschool.co.uk"
"2","www.walesprimary.co.uk"
"2","www.bramleysunnysideinfant.co.uk/"
"2","www.anstonparkjuniors.co.uk"
"2","www.todwickps.org"
"2","www.thorogateschool.co.uk"
"2","https://www.ourlady-stjosephs.rotherham.sch.uk/"
"2","http://www.rsjp.org.uk"
"4","http://www.saintpiusx.school/"
"2","www.abbeylaneprimaryschool.com"
"2","www.brightsideni.org.uk"
"2","www.carterknowle.sheffield.sch.uk/"
"2","www.huntersbarjunior.co.uk"
"2","www.huntersbarinfantschool.co.uk"
"2","www.intakeprimary.org.uk/"
"2","www.lowfield-primary-school.com/"
"2","www.lydgatejunior.co.uk"
"2","www.lydgateinfant.co.uk"
"2","www.marlcliffe.sheffield.sch.uk"
"2","www.ecclesfieldprimary.co.uk/"
"2","https://meersbrookbank.sheffield.sch.uk/pupils.html"
"2","www.nethergreenjuniorschool.co.uk"
"2","www.mundella.sheffield.sch.uk"
"2","www.ecclesallprimary.co.uk"
"2","www.holthouse.sheffield.sch.uk/"
"2","www.nethergreeninfantschool.co.uk/"
"2","www.bradwayprimary.co.uk"
"2","www.dobcroft-jun.sheffield.sch.uk"
"2","www.beighton.sheffield.sch.uk/"
"2","www.halfwaynurseryinfantschool.org"
"2","http://www.mosboroughprimary.co.uk"
"2","www.limpsfield.ik.org/"
"2","www.netherthorpe.sheffield.sch.uk/"
"2","www.halfwayjuniorschool.org/"
"2","www.ballifield.co.uk"
"2","www.dobcroft-inf.sheffield.sch.uk/"
"2","www.highgreenprimary.co.uk/"
"2","www.roydnurseryinfants.co.uk"
"2","www.coitprimary.co.uk/"
"2","www.waterthorpeinfantschool.co.uk"
"2","www.brunswickprimaryschool.co.uk/"
"2","http://springfieldschool.org.uk/"
"2","www.reignhead.sheffield.sch.uk"
"2","www.rivelinprimary.co.uk/"
"2","www.athelstanprimaryschool.co.uk"
"2","www.angrambankprimary.co.uk/"
"2","www.carfieldprimary.co.uk/"
"2","www.princeedward.org.uk"
"2","www.shootersgrove.co.uk/"
"2","www.stradbrokeprimary.uk/"
"2","www.walkley.sheffield.sch.uk"
"2","www.westwaysprimary.co.uk/"
"2","www.greystonesprimary.com"
"2","www.shortbrookprimaryschool.org"
"2","www.nortonfree.org.uk"
"2","www.parsoncross.sheffield.sch.uk/"
"2","http://www.deepcar-st-johns.sheffield.sch.uk/"
"4","http://www.kes.sheffield.sch.uk/"
"2","www.broomhill.sheffield.sch.uk/"
"2","www.st-theresas-sheffield.co.uk/"
"2","www.frizinghall.bradford.sch.uk/"
"2","http://www.newbyprimary.co.uk"
"2","www.sandylaneprimary.co.uk"
"2","www.swainhouse.co.uk"
"2","http://www.thackleyschool.com"
"2","www.blakehillprimary.co.uk/"
"2","www.wellingtonprimaryschool.co.uk/"
"2","www.wibseyprimary.co.uk/"
"2","www.stockslaneprimary.co.uk"
"2","www.farfieldprimary.co.uk"
"2","www.leytopprimary.co.uk"
"2","http://www.worthingheadprimary.com"
"2","www.poplarsfarm.bradford.sch.uk/"
"2","www.bankfootprimary.co.uk/"
"2","www.fagley.bradford.sch.uk"
"2","www.brackenhill.bradford.sch.uk/"
"2","https://www.crossflatts.bradford.sch.uk/web"
"2","www.eldwick.bradford.sch.uk"
"2","http://www.ingrow.bradford.sch.uk"
"2","www.longleeprimary.org.uk/"
"2","http://www.stanburyvillageschool.co.uk"
"2","http://www.saltaireprimaryschool.co.uk"
"2","http://www.lowash.bradford.sch.uk"
"2","www.silsdenprimary.co.uk"
"2","http://www.steeton.bradford.sch.uk"
"2","www.benrhyddingprimary.co.uk"
"2","http://www.hoylecourtprimary.co.uk"
"2","http://www.addingham.bradford.sch.uk"
"2","www.sandalprimaryschool.co.uk/"
"2","www.girlingtonprimary.co.uk/"
"2","www.stmatthewsprimary.org.uk/"
"2","www.stlukes.bradford.sch.uk/"
"2","www.lowmoor.bradford.sch.uk/"
"2","www.allsaintsilkley.bradford.sch.uk"
"2","www.burleywoodhead.com"
"2","http://www.stpaulsceprimary.com"
"2","http://www.idleprimaryschool.co.uk"
"2","www.hstb.co.uk"
"2","www.ststephens.bradford.sch.uk/"
"2","www.keighleystandrews.co.uk"
"2","www.riddlesdenstmarys.net"
"4","http://www.titussaltschool.co.uk"
"2","www.killinghall.bradford.sch.uk"
"2","http://www.foxhillprimaryschool.co.uk"
"2","http://www.russellhallprimary.co.uk"
"2","https://www.hilltopcofeprimary.co.uk/"
"2","http://www.myrtleparkprimary.co.uk"
"2","www.keelhamprimary.co.uk/"
"4","http://www.bingleygrammar.org"
"2","http://www.ferneylee.calderdale.sch.uk/"
"2","https://www.copleynewroad.co.uk/"
"2","http://savileparkprimary.org.uk"
"2","http://northowram.calderdale.sch.uk/"
"2","www.parkinsonlane.com"
"2","www.salterhebble.calderdale.sch.uk/"
"2","http://www.warleytown.org.uk"
"2","http://www.lingbob.calderdale.sch.uk"
"2","www.bailiffebridgeschool.org.uk"
"2","http://www.carrgreenschool.org.uk"
"2","http://www.longroyde.org.uk"
"2","http://www.withinfields.calderdale.sch.uk"
"2","http://www.holywellgreenschool.co.uk"
"2","http://www.centralstreet.org.uk"
"2","www.stubbingsinfantschool.co.uk/"
"2","http://www.colden.calderdale.sch.uk"
"2","http://www.shelfjandi.com/"
"2","www.ripponden.calderdale.sch.uk"
"2","http://www.midgleyschool.org.uk/"
"2","http://www.newroadprimarycalderdale.org.uk"
"2","www.tuellaneinfantschool.co.uk"
"2","www.castlehillprimary.co.uk"
"2","https://www.cornholmeschool.co.uk"
"2","http://www.shade.calderdale.sch.uk"
"2","http://www.oldtown.calderdale.sch.uk"
"2","http://www.cliffehill.calderdale.sch.uk"
"2","http://www.woodhouse.calderdale.sch.uk"
"2","www.riversidejunior.co.uk/"
"2","www.crosslaneschool.co.uk"
"2","http://www.ashgreen.info"
"2","http://www.christchurch-pellon.calderdale.sch.uk"
"2","http://www.norland.calderdale.sch.uk"
"2","http://www.st-marys.calderdale.sch.uk/"
"2","http://www.triangleprimary.org.uk"
"2","http://www.standrews.calderdale.sch.uk"
"2","http://www.st-andrews-inf.calderdale.sch.uk"
"2","http://www.elland.calderdale.sch.uk/"
"2","www.barkislandcofeschool.org.uk"
"2","http://www.christchurchjuniors.org.uk"
"2","http://www.todmordenprimary.org.uk"
"7","https://www.calderlearningtrust.com"
"4","http://www.todhigh.co.uk/"
"2","www.allsaintsschoolhalifax.co.uk"
"2","http://www.st-michaelangels.calderdale.sch.uk/"
"2","www.carltonji.org.uk"
"2","http://www.birkbyinf.com"
"2","www.earlsheatoninfants.co.uk"
"2","www.shawcrossinfants.co.uk"
"2","http://www.westmoorprimaryschool.co.uk"
"2","www.paddockjinschool.co.uk"
"2","www.springgrovejin.co.uk"
"2","www.nlconline.org.uk"
"2","http://reinwoodjuniorschool.com"
"2","http://www.reinwoodinfantschool.co.uk"
"2","www.crowlane.org.uk"
"2",""
"2","http://www.ashbrowschool.org.uk"
"2","www.fixby.org"
"2","www.mill-lane.org.uk"
"2","http://www.parkroadschool.co.uk"
"2","www.purlwell.org/"
"2","http://www.warwickroad.kirklees.sch.uk/"
"2","www.cloughheadpri.kgfl.dbprimary.com/"
"2","www.marsdeniandnschool.co.uk"
"2","http://www.scapegoat-hill.kirklees.sch.uk"
"2","www.wellhousepri.kgfl.dbprimary.com"
"2","http://wilberlee.kgfl.dbprimary.com/"
"2","www.emleyschool.co.uk"
"2","http://holmfirthjinschool.net/"
"2","www.hadeedgeschool.co.uk/"
"2","http://hepworthpri.kgfl.dbprimary.com/"
"2","http://www.hinchliffemillschool.org.uk"
"2","www.holmejischool.co.uk"
"2","http://www.netherthongprimary.co.uk"
"2","www.shepleyschool.org.uk/"
"2","www.grangemoorps.co.uk"
"2","http://www.hoptonprimaryschool.co.uk/"
"2","http://gomersal.schooljotter2.com/home"
"2","http://www.hartsheadschool.co.uk"
"2","www.hightown.kirklees.sch.uk"
"2","http://www.littletownschool.org.uk/"
"2","www.howardpark.co.uk"
"2","http://scholespri.kgfl.dbprimary.com"
"2","www.rowleylane.co.uk"
"2","www.lydgateprimary.kgfl.dbprimary.com/"
"2","www.upperthongschool.co.uk"
"2","http://www.hyrstmountjuniors.org.uk"
"2","www.highbankschool.co.uk"
"2","www.norristhorpeprimary.kgfl.dbprimary.com/"
"2","www.denbydale.education"
"2","www.pentlandinf.co.uk"
"2","www.moldgreenprimary.co.uk"
"2","http://www.linthwaiteclough-kirklees.org.uk/"
"2","www.golcarjin.com"
"2","https://www.crossleyfields.com"
"2","http://www.ravensthorpejuniorschool.co.uk"
"2","http://www.nlconline.org.uk/infant"
"2","https://www.stjohnsdewsbury.co.uk/"
"2","http://www.saviletown.co.uk"
"2","http://thornhill-lees.com"
"2","bywelljuniorschool.co.uk"
"2","www.headfieldschool.org.uk/"
"2","http://www.hangingheaton.co.uk/"
"2","http://www.staincliffejuniorschool.co.uk/"
"2","www.slaithwaitejandi.co.uk"
"2","http://brockholes.schooljotter2.com/"
"2","http://www.flocktonschool.co.uk/"
"2","www.thurstonlandfirst.org.uk"
"2","http://www.melthamceschool.co.uk"
"2","www.eastbierleyprimary.com"
"2","www.roberttownschool.co.uk"
"2","http://www.farnleytyasfirst.co.uk"
"2","www.headlandscofeschool.co.uk"
"2","http://www.crowlees.co.uk/"
"2","http://www.allhallowsschool.org.uk/"
"2","http://www.battyefordprimary.com/"
"2","http://www.birkenshawprimary.org.uk"
"2","www.southcrosland.org.uk"
"2","www.stpetersschoolbirstall.co.uk"
"2","www.stjohnsji.co.uk"
"2","http://www.linthwaite-ardron.org.uk"
"2","www.cumberworthfirstschool.co.uk"
"2","www.denbyfirstschool.kirklees.sch.uk"
"2","www.kirkburtonfirst.co.uk"
"2","http://www.gomersalstmarys.co.uk"
"4","www.nlconline.org.uk"
"4","http://www.holmfirthhigh.co.uk/"
"4","www.w-h-s.org.uk"
"4","http://www.spenvalleyhighschool.co.uk/"
"4","www.aschc.com"
"2","www.guiseleyprimary.org"
"2","www.rawdonlittlemoor.org"
"2","www.scholeselmet.leeds.sch.uk"
"2","www.featherbank.leeds.sch.uk"
"2","http://www.churwell.leeds.sch.uk"
"2","www.sevenhillsmorley.org.uk/"
"2","http://www.westroydprimaryschool.co.uk"
"2","www.greenside-sch.org/"
"2","www.carltonprimaryschool.co.uk/"
"2","www.robinhood.leeds.sch.uk"
"2",""
"2","http://www.woodlesford.leeds.sch.uk/"
"2","www.yeadonwestfield-jun.leeds.sch.uk"
"2","www.oultonprimary.co.uk"
"2","www.bramhamprimary.co.uk/"
"2","www.pudseyboltonroyd.org"
"2","www.westendprimary.org.uk/"
"2","www.pudseysouthroyd.leeds.sch.uk"
"2","www.gildersomeprimary.org.uk"
"2","www.farsleyspringbank.co.uk"
"2","www.rothwellvictoriajunior.co.uk"
"2","www.crossleystreet.leeds.sch.uk"
"2","www.tranmerepark.leeds.sch.uk/"
"2","www.queenswayschool.co.uk"
"2","www.westfieldinfants.co.uk/"
"2","www.newlaithes.co.uk/"
"2","www.westbrooklaneprimaryschool.co.uk/"
"2","www.pudseylowtown.org.uk"
"2","www.birchfieldprimary.org.uk"
"2","http://www.primroselane.leeds.sch.uk"
"2","www.wigtonmoor.leeds.sch.uk"
"2","www.ninelands-school.co.uk"
"2","www.broadgateprimary.org.uk"
"2","www.deightongates.leeds.sch.uk/"
"2","http://www.westgateprimary.co.uk"
"2","www.whartonsprimary.co.uk/"
"2","www.beecroft.leeds.sch.uk/"
"2","www.blenheimprimaryschool.com"
"2","www.brudenellprimary.co.uk/"
"2","http://www.iveson-primary.co.uk"
"2","www.kirkstallvalley.leeds.sch.uk/"
"2","www.quarrymount.leeds.sch.uk/"
"2","http://rosebank.greenschoolsonline.co.uk"
"2","www.adelprimary.org.uk"
"2","www.hawksworthwood.leeds.sch.uk/"
"2","www.cookridgeprimaryschool.org.uk/"
"2","http://www.irelandwood.leeds.sch.uk/"
"2","www.weetwoodschool.co.uk/"
"2","www.banksideprimary.org/"
"2","http://www.chapelallertonprimary.co.uk/"
"2","www.gledhow.leeds.sch.uk"
"2","www.talbot.leeds.sch.uk"
"2","www.brackenedge.leeds.sch.uk/"
"2","www.kmps.org.uk"
"2","http://www.alwoodleyprimary.net"
"2","www.highfield-primary.co.uk/"
"2","www.moorallertonhall.leeds.sch.uk"
"2","www.moortown.leeds.sch.uk/"
"2","www.shadwell.leeds.sch.uk/"
"2","http://www.beechwoodprimaryschool.co.uk"
"2","www.grangefarm.leeds.sch.uk"
"2","www.grimesdyke.leeds.sch.uk"
"2","www.harehills.leeds.sch.uk/"
"2","www.hovingham.leeds.sch.uk"
"2","www.seacroftgps.org.uk"
"2","www.whitelaith.leeds.sch.uk/"
"2","www.wykebeckprimary.co.uk"
"2","www.crossgatesprimary.co.uk"
"2","www.shakespeareleeds.org.uk"
"2","www.manstonprimary.co.uk"
"2","www.parklandsprimary.org.uk/"
"2","www.swarcliffeprimary.co.uk/"
"2","www.fieldheadcarr.leeds.sch.uk"
"2","www.beestonprimaryschool.co.uk"
"2","www.musicfederation.co.uk"
"2","www.greenmountprimary.co.uk/"
"2","www.hunsletcarr.co.uk"
"2","http://www.hunsletmoor.co.uk"
"2","www.ingramroad.org.uk"
"2","www.westwood.leeds.sch.uk"
"2","www.musicfederation.co.uk"
"2","http://www.clapgateprimaryschool.co.uk"
"2","www.hughgaitskell.leeds.sch.uk"
"2","http://www.castletonleeds.co.uk"
"2","www.cobden.leeds.sch.uk"
"2","www.parkspringprimary.co.uk/"
"2","www.stanningleyprimary.com/"
"2","www.summerfieldprimary.co.uk"
"2","www.fivelanesprimary.co.uk"
"2","www.whingate.leeds.sch.uk/"
"2","www.whitecoteprimary.co.uk/"
"2","www.lowerwortley-pri.leeds.sch.uk/"
"2","www.lawnspark.org.uk/"
"2","www.greenhill.leeds.sch.uk/"
"2","www.swinnowprimary.com/"
"2","www.farsleyfarfield.org.uk"
"2","www.rothwellprimary.co.uk"
"2","www.sharplane.leeds.sch.uk/"
"2","www.aberfordprimaryschool.co.uk"
"2","www.rawdonstpeters.org.uk/"
"2","www.harewood.leeds.sch.uk"
"2","http://stmargarets.leeds.sch.uk/"
"2","www.stjameswetherby.leeds.sch.uk"
"2","www.calverleycofeprimaryschool.org.uk"
"2","http://www.stmaryscofe.org.uk"
"2","www.pool-in-wharfedale-leeds.co.uk/"
"2","www.burleystmatthias.co.uk/"
"2","www.middletonstmarys.co.uk"
"2","www.bsp.leeds.sch.uk"
"2","www.st-bartholomews.leeds.sch.uk/"
"2","www.stoswaldsleeds.org"
"2","www.hawksworthceprimary.org"
"2","http://www.ladyhastings-thorparch.leeds.sch.uk/"
"2","www.collinghamschool.com"
"2","http://www.st-edwards.leeds.sch.uk/index.htm"
"2","www.stfrancismorley.org.uk/"
"2","www.rothwellstmarys.co.uk"
"2","www.stjosephswetherby.com/"
"2","http://www.stanthonysleeds.co.uk"
"2","www.corpusprimaryleeds.org"
"2","www.holyfamilyleeds.co.uk/"
"2","www.stjosephscatholicprimaryschool.net"
"2","www.stnicholasprimaryleeds.org.uk/"
"2","www.ourladys.org/"
"2","www.st-philips.org/"
"2","www.stpatricksleeds.org.uk/"
"2","www.st-theresas.leeds.sch.uk"
"2","http://www.adel-st-john.leeds.sch.uk/"
"2","www.holytrinity.leeds.sch.uk"
"2","www.kirkstall-st-stephens.leeds.sch.uk/"
"2","http://www.meanwoodschool.co.uk/"
"2","https://www.allsaints-pri.leeds.sch.uk/"
"2","www.whinmoorstpauls.co.uk/"
"2","www.bsl.leeds.sch.uk"
"2","www.brodetsky.org"
"4","http://www.lawnswoodschool.co.uk/"
"4","www.allertonhigh.org.uk"
"4","http://www.allertongrange.com"
"7","www.carrmanor.org.uk"
"4","http://www.ralphthoresby.co.uk/"
"7","www.roundhayschool.org.uk"
"4","http://www.pudseygrammar.co.uk/"
"4","http://www.bentonpark.org.uk/"
"4","http://www.guiseleyschool.org.uk/"
"4","http://www.wetherbyhigh.org.uk"
"4","http://www.cardinalheenan.com"
"4","http://www.mountstmarys.org/"
"2","http://www.ladyehastings.leeds.sch.uk/"
"2","www.croftonjuniorschool.org"
"2","http://www.martinfrobisher.wakefield.sch.uk"
"2","www.flushdyke.co.uk/"
"2","www.netherton.wakefield.sch.uk"
"2","https://newton-hill-community.eschools.co.uk/website"
"2","www.westbrettonschool.org.uk/"
"2","http://dimplewell.wakefield.sch.uk"
"2","www.streethouseprimary.co.uk"
"2","www.purstoninfants.co.uk"
"2","www.northfeatherstone.wakefield.sch.uk/"
"2","www.altoftsjuniorschool.co.uk"
"2","http://www.pindersprimary.co.uk/"
"2","www.mackiehill.co.uk"
"2","www.daneroyd.com"
"2","www.mountjischool.co.uk/"
"2","www.flanshawjin.co.uk"
"2","www.hendalprimary.org.uk"
"2","www.wheldoninfants.co.uk/"
"2","southdalecofe.co.uk"
"2","www.stanleystpeters.co.uk"
"2","www.stthomasfeatherstone.co.uk"
"2","https://www.methodist.wakefield.sch.uk/"
"2","https://www.alverthorpestpauls.co.uk/"
"2","www.wakefieldstjohnscofeschool.co.uk"
"2","www.allsaints-normanton.wakefield.sch.uk/"
"2","http://www.holytrinityossett.co.uk/"
"2","www.stmarysceprimarywakefield.co.uk"
"2","www.sandalcastleprimary.co.uk"
"4","http://www.kettlethorpehigh.co.uk/"
"2","www.carrhillprimary.org/"
"2","www.kelvingroveprimaryschool.org/"
"2","www.southstreetprimary.org/"
"2","www.bedecommunityprimaryschool.org/"
"2","www.oakfieldschoolsfederation.org"
"2","www.larkspurprimary.co.uk"
"2","www.oakfieldschoolsfederation.org/"
"2","www.ravensworthterrace.com/"
"2","www.portobelloprimary.eschools.co.uk/"
"2","www.birtleyeastprimary.org/"
"2","http://www.dunstonhillcps.co.uk/"
"2","www.emmavilleprimary.org.uk/"
"2","highspenprimary.org"
"2","www.swalwellprimary.org/"
"2","www.wwlcp.school"
"2","www.greensideprimary.org/"
"2","www.blaydonwestprimary.org/"
"2","www.frontstreetprimary.co.uk"
"2","www.highfieldprimarygateshead.co.uk/"
"2","www.rytonfederation.org/"
"2","www.rytonfederation.org.uk"
"2","www.washingwell.org.uk"
"2","www.billquayprimary.org/"
"2",""
"2","www.brandlingprimaryschool.org.uk"
"2","www.lingeyhouseprimary.org"
"2","www.thedriveprimary.org/"
"2","www.whitemereprimary.org"
"2","www.cloverhillprimary.org/"
"2","www.crookhillprimary.org"
"2","www.brightonavenueprimaryschool.org/"
"2","www.lobleyhillprimaryschool.co.uk"
"2","www.wardleyprimary.org/"
"2","www.glynwoodprimary.org"
"2","www.barleymowprimary.org/"
"2","www.windynookprimary.org/"
"2","www.colegateprimary.org"
"2","romanroadprimary.org"
"2","www.fellsideprimary.co.uk/"
"2","www.felldykeprimary.org/"
